Time Passed         ,Percentage
0.009803056716918945,0.000000000 %
0.011285066604614258,0.052083333 %
0.012769222259521484,0.104166667 %
0.014297962188720703,0.156250000 %
0.01565098762512207 ,0.208333333 %
0.01696610450744629 ,0.260416667 %
0.01839900016784668 ,0.312500000 %
0.019842863082885742,0.364583333 %
0.02136516571044922 ,0.416666667 %
0.02272796630859375 ,0.468750000 %
0.024108171463012695,0.520833333 %
0.02547311782836914 ,0.572916667 %
0.027079105377197266,0.625000000 %
0.028586149215698242,0.677083333 %
0.030009031295776367,0.729166667 %
0.03141903877258301 ,0.781250000 %
0.03287506103515625 ,0.833333333 %
0.03434395790100098 ,0.885416667 %
0.03577899932861328 ,0.937500000 %
0.03720402717590332 ,0.989583333 %
0.03855490684509277 ,1.041666667 %
0.039861202239990234,1.093750000 %
0.041168928146362305,1.145833333 %
0.042510986328125   ,1.197916667 %
0.04411816596984863 ,1.250000000 %
0.04547691345214844 ,1.302083333 %
0.046820878982543945,1.354166667 %
0.04815816879272461 ,1.406250000 %
0.04964804649353027 ,1.458333333 %
0.051023006439208984,1.510416667 %
0.05264019966125488 ,1.562500000 %
0.054028987884521484,1.614583333 %
0.05541205406188965 ,1.666666667 %
0.05682706832885742 ,1.718750000 %
0.05826115608215332 ,1.770833333 %
0.05991625785827637 ,1.822916667 %
0.0613100528717041  ,1.875000000 %
0.06263899803161621 ,1.927083333 %
0.06413102149963379 ,1.979166667 %
0.0655820369720459  ,2.031250000 %
0.06689906120300293 ,2.083333333 %
0.06826996803283691 ,2.135416667 %
0.06975293159484863 ,2.187500000 %
0.07113194465637207 ,2.239583333 %
0.07253313064575195 ,2.291666667 %
0.07390403747558594 ,2.343750000 %
0.07527995109558105 ,2.395833333 %
0.07664704322814941 ,2.447916667 %
0.07801413536071777 ,2.500000000 %
0.0796210765838623  ,2.552083333 %
0.08102989196777344 ,2.604166667 %
0.0824289321899414  ,2.656250000 %
0.08381819725036621 ,2.708333333 %
0.08520317077636719 ,2.760416667 %
0.08659791946411133 ,2.812500000 %
0.08795905113220215 ,2.864583333 %
0.0893251895904541  ,2.916666667 %
0.09068608283996582 ,2.968750000 %
0.09208893775939941 ,3.020833333 %
0.0935370922088623  ,3.072916667 %
0.0949258804321289  ,3.125000000 %
0.09629011154174805 ,3.177083333 %
0.09768295288085938 ,3.229166667 %
0.09904813766479492 ,3.281250000 %
0.10045099258422852 ,3.333333333 %
0.10182309150695801 ,3.385416667 %
0.1031801700592041  ,3.437500000 %
0.10453104972839355 ,3.489583333 %
0.10587811470031738 ,3.541666667 %
0.10724115371704102 ,3.593750000 %
0.10858988761901855 ,3.645833333 %
0.11005020141601562 ,3.697916667 %
0.11136794090270996 ,3.750000000 %
0.11281013488769531 ,3.802083333 %
0.11416411399841309 ,3.854166667 %
0.11549901962280273 ,3.906250000 %
