Time Passed         ,Percentage
0.008715152740478516,0.000000000 %
0.010526180267333984,0.052083333 %
0.012267112731933594,0.104166667 %
0.013985157012939453,0.156250000 %
0.015874147415161133,0.208333333 %
0.017650127410888672,0.260416667 %
0.019556283950805664,0.312500000 %
0.02136993408203125 ,0.364583333 %
0.023127079010009766,0.416666667 %
0.024878263473510742,0.468750000 %
0.02666926383972168 ,0.520833333 %
0.028502225875854492,0.572916667 %
0.03026604652404785 ,0.625000000 %
0.032032012939453125,0.677083333 %
0.03384518623352051 ,0.729166667 %
0.0356450080871582  ,0.781250000 %
0.0374300479888916  ,0.833333333 %
0.03920698165893555 ,0.885416667 %
0.041024208068847656,0.937500000 %
0.042845964431762695,0.989583333 %
0.04473304748535156 ,1.041666667 %
0.046601057052612305,1.093750000 %
0.048399925231933594,1.145833333 %
0.05023908615112305 ,1.197916667 %
0.05208301544189453 ,1.250000000 %
0.053926944732666016,1.302083333 %
0.05571794509887695 ,1.354166667 %
0.05765724182128906 ,1.406250000 %
0.05945611000061035 ,1.458333333 %
0.06145310401916504 ,1.510416667 %
0.06337523460388184 ,1.562500000 %
0.06517314910888672 ,1.614583333 %
0.0669698715209961  ,1.666666667 %
0.0688469409942627  ,1.718750000 %
0.0706491470336914  ,1.770833333 %
0.07253789901733398 ,1.822916667 %
0.07439708709716797 ,1.875000000 %
0.07623505592346191 ,1.927083333 %
0.07810211181640625 ,1.979166667 %
0.08031105995178223 ,2.031250000 %
0.08245730400085449 ,2.083333333 %
0.08439517021179199 ,2.135416667 %
0.08623385429382324 ,2.187500000 %
0.08810210227966309 ,2.239583333 %
0.08992314338684082 ,2.291666667 %
0.0918271541595459  ,2.343750000 %
0.09372806549072266 ,2.395833333 %
0.0956120491027832  ,2.447916667 %
0.09752297401428223 ,2.500000000 %
0.09941220283508301 ,2.552083333 %
0.10127496719360352 ,2.604166667 %
0.10319709777832031 ,2.656250000 %
0.10504913330078125 ,2.708333333 %
0.10689115524291992 ,2.760416667 %
0.1087801456451416  ,2.812500000 %
0.11066102981567383 ,2.864583333 %
