TimePassed           ,Percentage
0.0006299018859863281,0.0000 %
0.0038709640502929688,0.3906 %
0.006414890289306641 ,0.7812 %
0.009130001068115234 ,1.1719 %
0.012233972549438477 ,1.5625 %
0.014713764190673828 ,1.9531 %
0.017976045608520508 ,2.3438 %
0.020448923110961914 ,2.7344 %
0.023993730545043945 ,3.1250 %
0.026380062103271484 ,3.5156 %
0.028911828994750977 ,3.9062 %
0.03142976760864258  ,4.2969 %
0.0338139533996582   ,4.6875 %
0.0366668701171875   ,5.0781 %
0.0389249324798584   ,5.4688 %
0.04162883758544922  ,5.8594 %
0.04440903663635254  ,6.2500 %
0.047224998474121094 ,6.6406 %
0.05003190040588379  ,7.0312 %
0.052985191345214844 ,7.4219 %
0.05560898780822754  ,7.8125 %
0.05808305740356445  ,8.2031 %
0.06029009819030762  ,8.5938 %
0.06283807754516602  ,8.9844 %
0.06546497344970703  ,9.3750 %
0.06813478469848633  ,9.7656 %
0.07171893119812012  ,10.1562 %
0.07467389106750488  ,10.5469 %
0.07778501510620117  ,10.9375 %
0.08141589164733887  ,11.3281 %
0.08431482315063477  ,11.7188 %
0.08732295036315918  ,12.1094 %
0.08985710144042969  ,12.5000 %
0.09255290031433105  ,12.8906 %
0.0950019359588623   ,13.2812 %
0.09767389297485352  ,13.6719 %
0.10022187232971191  ,14.0625 %
0.1028449535369873   ,14.4531 %
0.10547995567321777  ,14.8438 %
0.10921287536621094  ,15.2344 %
0.11225199699401855  ,15.6250 %
0.11510300636291504  ,16.0156 %
0.11829614639282227  ,16.4062 %
0.12152600288391113  ,16.7969 %
0.1256399154663086   ,17.1875 %
0.12881684303283691  ,17.5781 %
0.13212275505065918  ,17.9688 %
0.13605713844299316  ,18.3594 %
0.13907289505004883  ,18.7500 %
0.1425778865814209   ,19.1406 %
0.14597296714782715  ,19.5312 %
0.14855194091796875  ,19.9219 %
0.15136480331420898  ,20.3125 %
0.15441298484802246  ,20.7031 %
0.15781092643737793  ,21.0938 %
0.16037988662719727  ,21.4844 %
0.16294097900390625  ,21.8750 %
