TimePassed         ,Percentage
0.17173099517822266,0.0000 %
0.24274420738220215,0.0122 %
0.31127309799194336,0.0244 %
0.39867401123046875,0.0366 %
0.4663050174713135 ,0.0488 %
0.5325751304626465 ,0.0610 %
0.5984311103820801 ,0.0732 %
0.6659700870513916 ,0.0854 %
0.7325921058654785 ,0.0977 %
0.798342227935791  ,0.1099 %
0.8647921085357666 ,0.1221 %
0.9332520961761475 ,0.1343 %
0.9978199005126953 ,0.1465 %
1.065615177154541  ,0.1587 %
1.1316280364990234 ,0.1709 %
1.1992521286010742 ,0.1831 %
1.2656042575836182 ,0.1953 %
1.3311700820922852 ,0.2075 %
1.3970701694488525 ,0.2197 %
1.4646031856536865 ,0.2319 %
1.5310091972351074 ,0.2441 %
1.5975561141967773 ,0.2563 %
1.6651971340179443 ,0.2686 %
1.73244309425354   ,0.2808 %
1.7996671199798584 ,0.2930 %
1.8661220073699951 ,0.3052 %
1.9319202899932861 ,0.3174 %
2.001814126968384  ,0.3296 %
2.0685861110687256 ,0.3418 %
2.1340432167053223 ,0.3540 %
2.2003960609436035 ,0.3662 %
2.268522024154663  ,0.3784 %
2.334930896759033  ,0.3906 %
2.4012610912323    ,0.4028 %
2.4662420749664307 ,0.4150 %
2.5326931476593018 ,0.4272 %
2.6003410816192627 ,0.4395 %
2.6662302017211914 ,0.4517 %
2.7323362827301025 ,0.4639 %
2.8005940914154053 ,0.4761 %
2.8689260482788086 ,0.4883 %
2.93540620803833   ,0.5005 %
3.0021870136260986 ,0.5127 %
3.0701382160186768 ,0.5249 %
3.1355600357055664 ,0.5371 %
3.2019362449645996 ,0.5493 %
3.2677431106567383 ,0.5615 %
3.3358142375946045 ,0.5737 %
3.402937173843384  ,0.5859 %
3.4700710773468018 ,0.5981 %
3.5383212566375732 ,0.6104 %
3.6061830520629883 ,0.6226 %
3.672330141067505  ,0.6348 %
3.7384772300720215 ,0.6470 %
3.8044841289520264 ,0.6592 %
3.872572898864746  ,0.6714 %
3.9394302368164062 ,0.6836 %
4.00427508354187   ,0.6958 %
4.071228981018066  ,0.7080 %
4.1391942501068115 ,0.7202 %
4.230354070663452  ,0.7324 %
4.30798602104187   ,0.7446 %
4.384907007217407  ,0.7568 %
4.468130111694336  ,0.7690 %
4.564864158630371  ,0.7812 %
4.664625883102417  ,0.7935 %
4.745420217514038  ,0.8057 %
4.8646461963653564 ,0.8179 %
4.989686012268066  ,0.8301 %
5.084775924682617  ,0.8423 %
5.2138330936431885 ,0.8545 %
5.312276124954224  ,0.8667 %
5.389832019805908  ,0.8789 %
5.471185207366943  ,0.8911 %
5.543771266937256  ,0.9033 %
5.650042295455933  ,0.9155 %
5.747290134429932  ,0.9277 %
5.828454256057739  ,0.9399 %
5.903905153274536  ,0.9521 %
5.972718238830566  ,0.9644 %
6.040772199630737  ,0.9766 %
6.111046314239502  ,0.9888 %
6.1805419921875    ,1.0010 %
6.24938702583313   ,1.0132 %
6.317636251449585  ,1.0254 %
6.387562036514282  ,1.0376 %
6.458504915237427  ,1.0498 %
6.5266640186309814 ,1.0620 %
6.595404148101807  ,1.0742 %
6.663940191268921  ,1.0864 %
6.733080148696899  ,1.0986 %
6.8005430698394775 ,1.1108 %
6.870950222015381  ,1.1230 %
6.9403910636901855 ,1.1353 %
7.010032892227173  ,1.1475 %
7.0794291496276855 ,1.1597 %
7.154849052429199  ,1.1719 %
7.226460933685303  ,1.1841 %
7.29941201210022   ,1.1963 %
7.38755989074707   ,1.2085 %
7.466578960418701  ,1.2207 %
7.541912078857422  ,1.2329 %
7.623766183853149  ,1.2451 %
7.703756093978882  ,1.2573 %
7.782225131988525  ,1.2695 %
7.856199026107788  ,1.2817 %
7.923002243041992  ,1.2939 %
7.989615201950073  ,1.3062 %
8.056880235671997  ,1.3184 %
8.122989177703857  ,1.3306 %
8.189467191696167  ,1.3428 %
8.259335041046143  ,1.3550 %
8.326906204223633  ,1.3672 %
8.393821001052856  ,1.3794 %
8.45998215675354   ,1.3916 %
8.527701139450073  ,1.4038 %
8.596813201904297  ,1.4160 %
8.665406942367554  ,1.4282 %
8.733826160430908  ,1.4404 %
8.808813095092773  ,1.4526 %
8.877126216888428  ,1.4648 %
8.944578170776367  ,1.4771 %
9.013363122940063  ,1.4893 %
9.082341194152832  ,1.5015 %
9.15025520324707   ,1.5137 %
9.220965147018433  ,1.5259 %
9.289386987686157  ,1.5381 %
9.355573177337646  ,1.5503 %
9.42086410522461   ,1.5625 %
9.489764213562012  ,1.5747 %
9.556902885437012  ,1.5869 %
9.624366044998169  ,1.5991 %
9.691789150238037  ,1.6113 %
9.758749961853027  ,1.6235 %
9.825003147125244  ,1.6357 %
9.890093088150024  ,1.6479 %
9.957050085067749  ,1.6602 %
10.02379298210144  ,1.6724 %
10.08978796005249  ,1.6846 %
10.156332015991211 ,1.6968 %
10.224914073944092 ,1.7090 %
10.291620254516602 ,1.7212 %
10.356117010116577 ,1.7334 %
10.421199083328247 ,1.7456 %
10.491888284683228 ,1.7578 %
10.560256004333496 ,1.7700 %
10.626753091812134 ,1.7822 %
10.692503213882446 ,1.7944 %
10.760303258895874 ,1.8066 %
10.827791213989258 ,1.8188 %
10.894016981124878 ,1.8311 %
10.96093225479126  ,1.8433 %
11.028426170349121 ,1.8555 %
11.0942862033844   ,1.8677 %
11.160773277282715 ,1.8799 %
11.226004123687744 ,1.8921 %
11.294007062911987 ,1.9043 %
11.360633134841919 ,1.9165 %
11.428728103637695 ,1.9287 %
11.494319200515747 ,1.9409 %
11.562862157821655 ,1.9531 %
11.630496978759766 ,1.9653 %
11.695987939834595 ,1.9775 %
11.761648178100586 ,1.9897 %
11.828997135162354 ,2.0020 %
11.89561915397644  ,2.0142 %
11.963779211044312 ,2.0264 %
12.029855012893677 ,2.0386 %
12.09733510017395  ,2.0508 %
12.16650128364563  ,2.0630 %
12.233045101165771 ,2.0752 %
12.300421237945557 ,2.0874 %
12.367111921310425 ,2.0996 %
12.43381929397583  ,2.1118 %
12.500475883483887 ,2.1240 %
12.568451166152954 ,2.1362 %
12.635290145874023 ,2.1484 %
12.701932191848755 ,2.1606 %
12.767373085021973 ,2.1729 %
12.835321187973022 ,2.1851 %
12.902913093566895 ,2.1973 %
12.968741178512573 ,2.2095 %
13.034853219985962 ,2.2217 %
13.108790159225464 ,2.2339 %
13.183238983154297 ,2.2461 %
13.257926225662231 ,2.2583 %
13.334253072738647 ,2.2705 %
13.410537004470825 ,2.2827 %
13.47856616973877  ,2.2949 %
13.544217109680176 ,2.3071 %
13.61052393913269  ,2.3193 %
13.67713713645935  ,2.3315 %
13.743943929672241 ,2.3438 %
13.813055992126465 ,2.3560 %
13.88322114944458  ,2.3682 %
13.957220077514648 ,2.3804 %
14.0281662940979   ,2.3926 %
14.098672151565552 ,2.4048 %
14.164731979370117 ,2.4170 %
14.232311010360718 ,2.4292 %
14.29960823059082  ,2.4414 %
14.36876392364502  ,2.4536 %
14.43716311454773  ,2.4658 %
14.512886047363281 ,2.4780 %
14.585052013397217 ,2.4902 %
14.656665086746216 ,2.5024 %
14.726606130599976 ,2.5146 %
14.793155193328857 ,2.5269 %
14.860774278640747 ,2.5391 %
14.926690101623535 ,2.5513 %
14.996141195297241 ,2.5635 %
15.069708108901978 ,2.5757 %
15.144104957580566 ,2.5879 %
15.215806007385254 ,2.6001 %
15.291093111038208 ,2.6123 %
15.367344856262207 ,2.6245 %
15.448807954788208 ,2.6367 %
15.526838064193726 ,2.6489 %
15.601173162460327 ,2.6611 %
15.679944038391113 ,2.6733 %
15.753973007202148 ,2.6855 %
15.836344242095947 ,2.6978 %
15.944895029067993 ,2.7100 %
16.024935960769653 ,2.7222 %
16.102702140808105 ,2.7344 %
