Time Passed         ,Percentage
0.011816024780273438,0.000000000 %
0.01407003402709961 ,0.052083333 %
0.01655101776123047 ,0.104166667 %
0.01874518394470215 ,0.156250000 %
0.021075963973999023,0.208333333 %
0.02355790138244629 ,0.260416667 %
0.0257720947265625  ,0.312500000 %
0.027970075607299805,0.364583333 %
0.030160903930664062,0.416666667 %
0.03276395797729492 ,0.468750000 %
0.03492999076843262 ,0.520833333 %
0.037075042724609375,0.572916667 %
0.039259910583496094,0.625000000 %
0.041973114013671875,0.677083333 %
0.044229984283447266,0.729166667 %
0.04641103744506836 ,0.781250000 %
0.048911094665527344,0.833333333 %
0.05127096176147461 ,0.885416667 %
0.05348515510559082 ,0.937500000 %
0.056025028228759766,0.989583333 %
0.05843997001647949 ,1.041666667 %
0.060655832290649414,1.093750000 %
0.0628511905670166  ,1.145833333 %
0.06549406051635742 ,1.197916667 %
0.06767010688781738 ,1.250000000 %
0.06979203224182129 ,1.302083333 %
0.07222819328308105 ,1.354166667 %
0.07450294494628906 ,1.406250000 %
0.0767209529876709  ,1.458333333 %
0.0789339542388916  ,1.510416667 %
0.08137917518615723 ,1.562500000 %
0.08357405662536621 ,1.614583333 %
0.08571600914001465 ,1.666666667 %
0.08785796165466309 ,1.718750000 %
0.09037590026855469 ,1.770833333 %
0.09251189231872559 ,1.822916667 %
0.09462809562683105 ,1.875000000 %
0.09715890884399414 ,1.927083333 %
0.09938788414001465 ,1.979166667 %
0.10152387619018555 ,2.031250000 %
0.10370111465454102 ,2.083333333 %
0.1060941219329834  ,2.135416667 %
0.10829997062683105 ,2.187500000 %
0.11048388481140137 ,2.239583333 %
0.11283516883850098 ,2.291666667 %
0.11514496803283691 ,2.343750000 %
0.1173560619354248  ,2.395833333 %
0.11954689025878906 ,2.447916667 %
0.12194609642028809 ,2.500000000 %
0.12424898147583008 ,2.552083333 %
0.12646198272705078 ,2.604166667 %
0.12865900993347168 ,2.656250000 %
0.13106799125671387 ,2.708333333 %
0.13328194618225098 ,2.760416667 %
0.13550496101379395 ,2.812500000 %
0.13800597190856934 ,2.864583333 %
0.14027190208435059 ,2.916666667 %
0.14245200157165527 ,2.968750000 %
0.14462900161743164 ,3.020833333 %
0.14701318740844727 ,3.072916667 %
0.1492290496826172  ,3.125000000 %
0.1514129638671875  ,3.177083333 %
0.1537919044494629  ,3.229166667 %
0.15613293647766113 ,3.281250000 %
0.15839409828186035 ,3.333333333 %
